trade_date,timestamp,day_of_week,hour,session_type,level_type,level_price,entry_price,touch_count,approach,direction,confluences,confluence_count,outcome,ticks,mae,bars_held
2024-06-19,2024-06-19 20:55:00-04:00,Wednesday,20,previous_overnight,vah,5496.75,5496.75,2,bearish,short,previous_overnight_poc,1,loss,-16,16.0,2
2024-06-20,2024-06-20 18:30:00-04:00,Thursday,18,previous_day,poc,5545.25,5545.25,1,bullish,long,none,0,loss,-16,16.0,3
2024-06-20,2024-06-20 18:30:00-04:00,Thursday,18,previous_day,poc,5545.25,5545.25,1,bullish,short,none,0,win,60,1.0,3
2024-06-20,2024-06-20 18:37:00-04:00,Thursday,18,previous_day,poc,5545.25,5545.25,2,neutral,long,none,0,loss,-16,16.0,2
2024-06-20,2024-06-20 18:37:00-04:00,Thursday,18,previous_day,poc,5545.25,5545.25,2,neutral,short,none,0,win,60,1.0,2
2024-06-20,2024-06-20 18:54:00-04:00,Thursday,18,previous_day,poc,5545.25,5545.25,3,neutral,long,none,0,loss,-16,16.0,2
2024-06-20,2024-06-20 18:54:00-04:00,Thursday,18,previous_day,poc,5545.25,5545.25,3,neutral,short,none,0,win,60,0.0,2
2024-06-20,2024-06-20 19:01:00-04:00,Thursday,19,previous_day,poc,5545.25,5545.25,4,neutral,long,none,0,loss,-16,16.0,2
2024-06-20,2024-06-20 19:01:00-04:00,Thursday,19,previous_day,poc,5545.25,5545.25,4,neutral,short,none,0,win,60,3.0,2
2024-06-20,2024-06-20 19:09:00-04:00,Thursday,19,previous_day,poc,5545.25,5545.25,5,bearish,long,none,0,loss,-16,16.0,2
2024-06-20,2024-06-20 19:09:00-04:00,Thursday,19,previous_day,poc,5545.25,5545.25,5,bearish,short,none,0,win,60,0.0,2
2024-06-20,2024-06-20 19:44:00-04:00,Thursday,19,previous_day,poc,5545.25,5545.25,6,bullish,long,none,0,loss,-16,16.0,1
2024-06-20,2024-06-20 19:44:00-04:00,Thursday,19,previous_day,poc,5545.25,5545.25,6,bullish,short,none,0,win,60,0.0,1
2024-06-20,2024-06-20 19:49:00-04:00,Thursday,19,previous_day,poc,5545.25,5545.25,7,neutral,long,none,0,loss,-16,16.0,1
2024-06-20,2024-06-20 19:49:00-04:00,Thursday,19,previous_day,poc,5545.25,5545.25,7,neutral,short,none,0,win,60,0.0,1
2024-06-20,2024-06-20 20:13:00-04:00,Thursday,20,previous_day,poc,5545.25,5545.25,8,bullish,long,none,0,loss,-16,16.0,1
2024-06-20,2024-06-20 20:13:00-04:00,Thursday,20,previous_day,poc,5545.25,5545.25,8,bullish,short,none,0,win,60,0.0,1
2024-06-20,2024-06-20 20:31:00-04:00,Thursday,20,previous_day,poc,5545.25,5545.25,9,bullish,long,none,0,win,60,0.0,1
2024-06-20,2024-06-20 20:31:00-04:00,Thursday,20,previous_day,poc,5545.25,5545.25,9,bullish,short,none,0,loss,-16,16.0,1
2024-06-24,2024-06-24 21:17:00-04:00,Monday,21,previous_day,poc,5514.5,5514.5,1,bearish,long,previous_day_val,1,win,60,3.0,5
2024-06-24,2024-06-24 21:17:00-04:00,Monday,21,previous_day,poc,5514.5,5514.5,1,bearish,short,previous_day_val,1,loss,-16,16.0,5
2024-06-24,2024-06-24 21:17:00-04:00,Monday,21,previous_day,val,5514.5,5514.5,1,bearish,long,previous_day_poc,1,win,60,3.0,5
2024-06-24,2024-06-24 21:17:00-04:00,Monday,21,previous_day,val,5514.5,5514.5,1,bearish,short,previous_day_poc,1,loss,-16,16.0,5
2024-06-25,2024-06-25 18:33:00-04:00,Tuesday,18,previous_day,poc,5535.25,5535.25,1,bearish,long,none,0,win,60,4.0,3
2024-06-25,2024-06-25 18:33:00-04:00,Tuesday,18,previous_day,poc,5535.25,5535.25,1,bearish,short,none,0,loss,-16,16.0,3
2024-06-25,2024-06-25 18:42:00-04:00,Tuesday,18,previous_day,poc,5535.25,5535.25,2,bullish,long,none,0,win,60,4.0,65
2024-06-25,2024-06-25 18:42:00-04:00,Tuesday,18,previous_day,poc,5535.25,5535.25,2,bullish,short,none,0,loss,-16,16.0,65
2024-06-25,2024-06-25 19:06:00-04:00,Tuesday,19,previous_day,poc,5535.25,5535.25,3,bearish,long,none,0,win,60,4.0,41
2024-06-25,2024-06-25 19:06:00-04:00,Tuesday,19,previous_day,poc,5535.25,5535.25,3,bearish,short,none,0,loss,-16,16.0,41
2024-06-25,2024-06-25 19:20:00-04:00,Tuesday,19,previous_day,poc,5535.25,5535.25,4,bearish,long,none,0,win,60,4.0,27
2024-06-25,2024-06-25 19:20:00-04:00,Tuesday,19,previous_day,poc,5535.25,5535.25,4,bearish,short,none,0,loss,-16,16.0,27
2024-06-25,2024-06-25 19:31:00-04:00,Tuesday,19,previous_day,poc,5535.25,5535.25,5,neutral,long,none,0,win,60,3.0,16
2024-06-25,2024-06-25 19:31:00-04:00,Tuesday,19,previous_day,poc,5535.25,5535.25,5,neutral,short,none,0,loss,-16,16.0,16
2024-06-25,2024-06-25 19:45:00-04:00,Tuesday,19,previous_day,poc,5535.25,5535.25,6,neutral,long,none,0,win,60,3.0,2
2024-06-25,2024-06-25 19:45:00-04:00,Tuesday,19,previous_day,poc,5535.25,5535.25,6,neutral,short,none,0,loss,-16,16.0,2
2024-06-25,2024-06-25 20:16:00-04:00,Tuesday,20,previous_day,poc,5535.25,5535.25,7,bullish,long,none,0,win,60,3.0,55
2024-06-25,2024-06-25 20:16:00-04:00,Tuesday,20,previous_day,poc,5535.25,5535.25,7,bullish,short,none,0,loss,-16,16.0,55
2024-06-25,2024-06-25 20:58:00-04:00,Tuesday,20,previous_day,vah,5538.5,5538.5,1,bullish,long,none,0,win,60,4.0,13
2024-06-25,2024-06-25 20:58:00-04:00,Tuesday,20,previous_day,vah,5538.5,5538.5,1,bullish,short,none,0,loss,-16,16.0,13
2024-06-25,2024-06-25 21:16:00-04:00,Tuesday,21,previous_day,vah,5538.5,5538.5,2,bullish,long,none,0,win,60,0.0,1
2024-06-25,2024-06-25 21:16:00-04:00,Tuesday,21,previous_day,vah,5538.5,5538.5,2,bullish,short,none,0,loss,-16,16.0,1
2024-06-26,2024-06-26 18:44:00-04:00,Wednesday,18,previous_day,val,5528.0,5528.0,1,bearish,long,previous_week_val,1,win,60,7.0,29
2024-06-26,2024-06-26 18:44:00-04:00,Wednesday,18,previous_day,val,5528.0,5528.0,1,bearish,short,previous_week_val,1,loss,-16,16.0,29
2024-06-26,2024-06-26 19:05:00-04:00,Wednesday,19,previous_day,val,5528.0,5528.0,2,bearish,long,previous_week_val,1,win,60,7.0,8
2024-06-26,2024-06-26 19:05:00-04:00,Wednesday,19,previous_day,val,5528.0,5528.0,2,bearish,short,previous_week_val,1,loss,-16,16.0,8
2024-06-26,2024-06-26 19:05:00-04:00,Wednesday,19,previous_week,val,5527.0,5527.0,1,bearish,long,previous_day_val,1,win,60,3.0,8
2024-06-26,2024-06-26 19:05:00-04:00,Wednesday,19,previous_week,val,5527.0,5527.0,1,bearish,short,previous_day_val,1,loss,-16,16.0,8
2024-06-26,2024-06-26 19:15:00-04:00,Wednesday,19,previous_week,val,5527.0,5527.0,2,bearish,long,previous_day_val,1,win,60,10.0,6
2024-06-26,2024-06-26 19:15:00-04:00,Wednesday,19,previous_week,val,5527.0,5527.0,2,bearish,short,previous_day_val,1,loss,-16,16.0,6
2024-06-26,2024-06-26 20:38:00-04:00,Wednesday,20,previous_overnight,poc,5522.25,5522.25,1,bearish,long,none,0,loss,-16,16.0,3
2024-06-26,2024-06-26 20:38:00-04:00,Wednesday,20,previous_overnight,poc,5522.25,5522.25,1,bearish,short,none,0,loss,-16,16.0,8
2024-06-26,2024-06-26 20:39:00-04:00,Wednesday,20,previous_overnight,val,5518.75,5518.75,1,bearish,long,none,0,win,60,3.0,7
2024-06-26,2024-06-26 20:39:00-04:00,Wednesday,20,previous_overnight,val,5518.75,5518.75,1,bearish,short,none,0,loss,-16,16.0,7
2024-06-26,2024-06-26 20:52:00-04:00,Wednesday,20,previous_overnight,val,5518.75,5518.75,2,bullish,long,none,0,win,60,5.0,5
2024-06-26,2024-06-26 20:52:00-04:00,Wednesday,20,previous_overnight,val,5518.75,5518.75,2,bullish,short,none,0,loss,-16,16.0,5
2024-06-26,2024-06-26 21:26:00-04:00,Wednesday,21,previous_overnight,poc,5522.25,5522.25,2,bullish,long,none,0,win,60,1.0,3
2024-06-26,2024-06-26 21:26:00-04:00,Wednesday,21,previous_overnight,poc,5522.25,5522.25,2,bullish,short,none,0,loss,-16,16.0,3
2024-06-27,2024-06-27 19:29:00-04:00,Thursday,19,previous_day,vah,5553.75,5553.75,1,bullish,long,none,0,win,60,1.0,2
2024-06-27,2024-06-27 19:29:00-04:00,Thursday,19,previous_day,vah,5553.75,5553.75,1,bullish,short,none,0,loss,-16,16.0,2
2024-06-27,2024-06-27 19:40:00-04:00,Thursday,19,previous_day,vah,5553.75,5553.75,2,neutral,long,none,0,win,60,1.0,17
2024-06-27,2024-06-27 19:40:00-04:00,Thursday,19,previous_day,vah,5553.75,5553.75,2,neutral,short,none,0,loss,-16,16.0,17
2024-06-27,2024-06-27 20:46:00-04:00,Thursday,20,previous_day,vah,5553.75,5553.75,3,bearish,long,none,0,win,60,9.0,53
2024-06-27,2024-06-27 20:46:00-04:00,Thursday,20,previous_day,vah,5553.75,5553.75,3,bearish,short,none,0,loss,-16,16.0,52
2024-06-27,2024-06-27 20:57:00-04:00,Thursday,20,previous_day,vah,5553.75,5553.75,4,neutral,long,none,0,win,60,9.0,42
2024-06-27,2024-06-27 20:57:00-04:00,Thursday,20,previous_day,vah,5553.75,5553.75,4,neutral,short,none,0,loss,-16,16.0,41
2024-06-27,2024-06-27 21:21:00-04:00,Thursday,21,previous_day,vah,5553.75,5553.75,5,bullish,long,none,0,win,60,0.0,18
2024-06-27,2024-06-27 21:21:00-04:00,Thursday,21,previous_day,vah,5553.75,5553.75,5,bullish,short,none,0,loss,-16,16.0,17
2024-06-30,2024-06-30 20:01:00-04:00,Sunday,20,previous_week,val,5527.0,5527.0,1,bearish,long,none,0,win,60,0.0,1
2024-06-30,2024-06-30 20:01:00-04:00,Sunday,20,previous_week,val,5527.0,5527.0,1,bearish,short,none,0,loss,-16,16.0,1
2024-07-01,2024-07-01 18:31:00-04:00,Monday,18,previous_overnight,poc,5532.0,5532.0,1,bearish,long,none,0,loss,-16,16.0,41
2024-07-01,2024-07-01 18:31:00-04:00,Monday,18,previous_overnight,poc,5532.0,5532.0,1,bearish,short,none,0,loss,-16,16.0,113
2024-07-01,2024-07-01 18:41:00-04:00,Monday,18,previous_overnight,poc,5532.0,5532.0,2,neutral,long,none,0,loss,-16,16.0,31
2024-07-01,2024-07-01 18:41:00-04:00,Monday,18,previous_overnight,poc,5532.0,5532.0,2,neutral,short,none,0,loss,-16,16.0,103
2024-07-01,2024-07-01 19:03:00-04:00,Monday,19,previous_overnight,val,5529.5,5529.5,1,bearish,long,none,0,loss,-16,16.0,75
2024-07-01,2024-07-01 19:03:00-04:00,Monday,19,previous_overnight,val,5529.5,5529.5,1,bearish,short,none,0,loss,-16,16.0,81
2024-07-01,2024-07-01 19:18:00-04:00,Monday,19,previous_overnight,val,5529.5,5529.5,2,bullish,long,none,0,loss,-16,16.0,60
2024-07-01,2024-07-01 19:18:00-04:00,Monday,19,previous_overnight,val,5529.5,5529.5,2,bullish,short,none,0,loss,-16,16.0,66
2024-07-01,2024-07-01 19:29:00-04:00,Monday,19,previous_overnight,val,5529.5,5529.5,3,neutral,long,none,0,loss,-16,16.0,49
2024-07-01,2024-07-01 19:29:00-04:00,Monday,19,previous_overnight,val,5529.5,5529.5,3,neutral,short,none,0,loss,-16,16.0,55
2024-07-01,2024-07-01 20:00:00-04:00,Monday,20,previous_overnight,val,5529.5,5529.5,4,bullish,long,none,0,loss,-16,16.0,18
2024-07-01,2024-07-01 20:00:00-04:00,Monday,20,previous_overnight,val,5529.5,5529.5,4,bullish,short,none,0,loss,-16,16.0,24
2024-07-01,2024-07-01 20:19:00-04:00,Monday,20,previous_week,poc,5523.25,5523.25,1,bearish,long,none,0,win,60,3.0,5
2024-07-01,2024-07-01 20:19:00-04:00,Monday,20,previous_week,poc,5523.25,5523.25,1,bearish,short,none,0,loss,-16,16.0,5
2024-07-01,2024-07-01 20:34:00-04:00,Monday,20,previous_week,poc,5523.25,5523.25,2,bearish,long,none,0,win,60,4.0,8
2024-07-01,2024-07-01 20:34:00-04:00,Monday,20,previous_week,poc,5523.25,5523.25,2,bearish,short,none,0,loss,-16,16.0,8
2024-07-01,2024-07-01 20:46:00-04:00,Monday,20,previous_week,poc,5523.25,5523.25,3,bullish,long,none,0,win,60,0.0,4
2024-07-01,2024-07-01 20:46:00-04:00,Monday,20,previous_week,poc,5523.25,5523.25,3,bullish,short,none,0,loss,-16,16.0,4
2024-07-01,2024-07-01 20:55:00-04:00,Monday,20,previous_week,poc,5523.25,5523.25,4,bullish,long,none,0,win,60,0.0,26
2024-07-01,2024-07-01 20:55:00-04:00,Monday,20,previous_week,poc,5523.25,5523.25,4,bullish,short,none,0,loss,-16,16.0,26
2024-07-01,2024-07-01 21:06:00-04:00,Monday,21,previous_week,poc,5523.25,5523.25,5,bearish,long,none,0,win,60,0.0,15
2024-07-01,2024-07-01 21:06:00-04:00,Monday,21,previous_week,poc,5523.25,5523.25,5,bearish,short,none,0,loss,-16,16.0,15
2024-07-01,2024-07-01 21:21:00-04:00,Monday,21,previous_week,poc,5523.25,5523.25,6,bearish,long,none,0,win,60,0.0,28
2024-07-01,2024-07-01 21:21:00-04:00,Monday,21,previous_week,poc,5523.25,5523.25,6,bearish,short,none,0,loss,-16,16.0,28
2024-07-03,2024-07-03 18:31:00-04:00,Wednesday,18,previous_day,poc,5591.0,5591.0,1,bullish,long,none,0,win,60,0.0,1
2024-07-03,2024-07-03 18:31:00-04:00,Wednesday,18,previous_day,poc,5591.0,5591.0,1,bullish,short,none,0,loss,-16,16.0,1
2024-07-03,2024-07-03 18:40:00-04:00,Wednesday,18,previous_day,poc,5591.0,5591.0,2,bearish,long,none,0,win,60,10.0,73
2024-07-03,2024-07-03 18:40:00-04:00,Wednesday,18,previous_day,poc,5591.0,5591.0,2,bearish,short,none,0,loss,-16,16.0,73
2024-07-03,2024-07-03 19:28:00-04:00,Wednesday,19,previous_day,poc,5591.0,5591.0,3,bullish,long,none,0,win,60,4.0,26
2024-07-03,2024-07-03 19:28:00-04:00,Wednesday,19,previous_day,poc,5591.0,5591.0,3,bullish,short,none,0,loss,-16,16.0,26
2024-07-03,2024-07-03 19:48:00-04:00,Wednesday,19,previous_day,poc,5591.0,5591.0,4,bullish,long,none,0,win,60,1.0,6
2024-07-03,2024-07-03 19:48:00-04:00,Wednesday,19,previous_day,poc,5591.0,5591.0,4,bullish,short,none,0,loss,-16,16.0,6
2024-07-03,2024-07-03 19:58:00-04:00,Wednesday,19,previous_day,poc,5591.0,5591.0,5,bearish,long,none,0,win,60,12.0,162
2024-07-03,2024-07-03 19:58:00-04:00,Wednesday,19,previous_day,poc,5591.0,5591.0,5,bearish,short,none,0,loss,-16,16.0,162
2024-07-03,2024-07-03 20:09:00-04:00,Wednesday,20,previous_day,poc,5591.0,5591.0,6,neutral,long,none,0,win,60,12.0,151
2024-07-03,2024-07-03 20:09:00-04:00,Wednesday,20,previous_day,poc,5591.0,5591.0,6,neutral,short,none,0,loss,-16,16.0,151
2024-07-03,2024-07-03 21:42:00-04:00,Wednesday,21,previous_day,poc,5591.0,5591.0,7,bullish,long,none,0,win,60,12.0,59
2024-07-03,2024-07-03 21:42:00-04:00,Wednesday,21,previous_day,poc,5591.0,5591.0,7,bullish,short,none,0,loss,-16,16.0,59
2024-07-04,2024-07-04 19:20:00-04:00,Thursday,19,previous_day,vah,5589.25,5589.25,1,bullish,long,previous_overnight_val,1,win,60,5.0,77
2024-07-04,2024-07-04 19:20:00-04:00,Thursday,19,previous_day,vah,5589.25,5589.25,1,bullish,short,previous_overnight_val,1,loss,-16,16.0,77
2024-07-04,2024-07-04 19:30:00-04:00,Thursday,19,previous_day,vah,5589.25,5589.25,2,neutral,long,previous_overnight_val,1,win,60,5.0,67
2024-07-04,2024-07-04 19:30:00-04:00,Thursday,19,previous_day,vah,5589.25,5589.25,2,neutral,short,previous_overnight_val,1,loss,-16,16.0,67
2024-07-04,2024-07-04 19:40:00-04:00,Thursday,19,previous_day,vah,5589.25,5589.25,3,bearish,long,previous_overnight_val,1,win,60,5.0,57
2024-07-04,2024-07-04 19:40:00-04:00,Thursday,19,previous_day,vah,5589.25,5589.25,3,bearish,short,previous_overnight_val,1,loss,-16,16.0,57
2024-07-04,2024-07-04 19:51:00-04:00,Thursday,19,previous_day,vah,5589.25,5589.25,4,bullish,long,previous_overnight_val,1,win,60,5.0,47
2024-07-04,2024-07-04 19:51:00-04:00,Thursday,19,previous_day,vah,5589.25,5589.25,4,bullish,short,previous_overnight_val,1,loss,-16,16.0,47
2024-07-04,2024-07-04 20:01:00-04:00,Thursday,20,previous_day,vah,5589.25,5589.25,5,bullish,long,previous_overnight_val,1,win,60,1.0,37
2024-07-04,2024-07-04 20:01:00-04:00,Thursday,20,previous_day,vah,5589.25,5589.25,5,bullish,short,previous_overnight_val,1,loss,-16,16.0,37
2024-07-04,2024-07-04 20:12:00-04:00,Thursday,20,previous_day,vah,5589.25,5589.25,6,bearish,long,previous_overnight_val,1,win,60,0.0,26
2024-07-04,2024-07-04 20:12:00-04:00,Thursday,20,previous_day,vah,5589.25,5589.25,6,bearish,short,previous_overnight_val,1,loss,-16,16.0,26
2024-07-04,2024-07-04 20:15:00-04:00,Thursday,20,previous_overnight,val,5590.25,5590.25,1,bullish,long,previous_day_vah,1,win,60,4.0,23
2024-07-04,2024-07-04 20:15:00-04:00,Thursday,20,previous_overnight,val,5590.25,5590.25,1,bullish,short,previous_day_vah,1,loss,-16,16.0,23
2024-07-04,2024-07-04 20:29:00-04:00,Thursday,20,previous_overnight,val,5590.25,5590.25,2,bullish,long,previous_day_vah,1,win,60,1.0,9
2024-07-04,2024-07-04 20:29:00-04:00,Thursday,20,previous_overnight,val,5590.25,5590.25,2,bullish,short,previous_day_vah,1,loss,-16,16.0,9
2024-07-04,2024-07-04 20:45:00-04:00,Thursday,20,previous_overnight,poc,5593.25,5593.25,1,bullish,long,none,0,win,60,5.0,6
2024-07-04,2024-07-04 20:45:00-04:00,Thursday,20,previous_overnight,poc,5593.25,5593.25,1,bullish,short,none,0,loss,-16,16.0,6
2024-07-09,2024-07-09 20:02:00-04:00,Tuesday,20,previous_overnight,val,5635.0,5635.0,1,bullish,long,none,0,win,60,3.0,8
2024-07-09,2024-07-09 20:02:00-04:00,Tuesday,20,previous_overnight,val,5635.0,5635.0,1,bullish,short,none,0,loss,-16,16.0,8
2024-07-09,2024-07-09 20:11:00-04:00,Tuesday,20,previous_overnight,val,5635.0,5635.0,2,neutral,long,none,0,win,60,1.0,4
2024-07-09,2024-07-09 20:11:00-04:00,Tuesday,20,previous_overnight,val,5635.0,5635.0,2,neutral,short,none,0,loss,-16,16.0,4
2024-07-09,2024-07-09 20:20:00-04:00,Tuesday,20,previous_overnight,val,5635.0,5635.0,3,neutral,long,none,0,win,60,6.0,70
2024-07-09,2024-07-09 20:20:00-04:00,Tuesday,20,previous_overnight,val,5635.0,5635.0,3,neutral,short,none,0,loss,-16,16.0,70
2024-07-09,2024-07-09 20:30:00-04:00,Tuesday,20,previous_overnight,val,5635.0,5635.0,4,bearish,long,none,0,win,60,6.0,60
2024-07-09,2024-07-09 20:30:00-04:00,Tuesday,20,previous_overnight,val,5635.0,5635.0,4,bearish,short,none,0,loss,-16,16.0,60
2024-07-09,2024-07-09 20:40:00-04:00,Tuesday,20,previous_overnight,val,5635.0,5635.0,5,bullish,long,none,0,win,60,6.0,50
2024-07-09,2024-07-09 20:40:00-04:00,Tuesday,20,previous_overnight,val,5635.0,5635.0,5,bullish,short,none,0,loss,-16,16.0,50
2024-07-09,2024-07-09 20:56:00-04:00,Tuesday,20,previous_overnight,val,5635.0,5635.0,6,neutral,long,none,0,win,60,6.0,35
2024-07-09,2024-07-09 20:56:00-04:00,Tuesday,20,previous_overnight,val,5635.0,5635.0,6,neutral,short,none,0,loss,-16,16.0,35
2024-07-09,2024-07-09 21:23:00-04:00,Tuesday,21,previous_overnight,val,5635.0,5635.0,7,bearish,long,none,0,win,60,6.0,8
2024-07-09,2024-07-09 21:23:00-04:00,Tuesday,21,previous_overnight,val,5635.0,5635.0,7,bearish,short,none,0,loss,-16,16.0,8
2024-07-09,2024-07-09 21:32:00-04:00,Tuesday,21,previous_overnight,val,5635.0,5635.0,8,bullish,long,none,0,win,60,3.0,9
2024-07-09,2024-07-09 21:32:00-04:00,Tuesday,21,previous_overnight,val,5635.0,5635.0,8,bullish,short,none,0,loss,-16,16.0,9
2024-07-09,2024-07-09 21:44:00-04:00,Tuesday,21,previous_overnight,val,5635.0,5635.0,9,neutral,long,none,0,win,60,8.0,55
2024-07-09,2024-07-09 21:44:00-04:00,Tuesday,21,previous_overnight,val,5635.0,5635.0,9,neutral,short,none,0,loss,-16,16.0,55
2024-07-11,2024-07-11 19:58:00-04:00,Thursday,19,previous_day,poc,5636.0,5636.0,1,bearish,long,none,0,win,60,0.0,6
2024-07-11,2024-07-11 19:58:00-04:00,Thursday,19,previous_day,poc,5636.0,5636.0,1,bearish,short,none,0,loss,-16,16.0,5
2024-07-16,2024-07-16 18:44:00-04:00,Tuesday,18,previous_day,poc,5717.75,5717.75,1,bullish,long,none,0,loss,-16,16.0,29
2024-07-16,2024-07-16 18:44:00-04:00,Tuesday,18,previous_day,poc,5717.75,5717.75,1,bullish,short,none,0,loss,-16,16.0,47
2024-07-17,2024-07-17 20:28:00-04:00,Wednesday,20,previous_day,vah,5652.0,5652.0,1,bearish,long,none,0,win,60,8.0,41
2024-07-17,2024-07-17 20:28:00-04:00,Wednesday,20,previous_day,vah,5652.0,5652.0,1,bearish,short,none,0,loss,-16,16.0,41
2024-07-17,2024-07-17 20:49:00-04:00,Wednesday,20,previous_day,vah,5652.0,5652.0,2,bearish,long,none,0,win,60,8.0,20
2024-07-17,2024-07-17 20:49:00-04:00,Wednesday,20,previous_day,vah,5652.0,5652.0,2,bearish,short,none,0,loss,-16,16.0,20
2024-07-17,2024-07-17 20:59:00-04:00,Wednesday,20,previous_day,vah,5652.0,5652.0,3,neutral,long,none,0,win,60,8.0,10
2024-07-17,2024-07-17 20:59:00-04:00,Wednesday,20,previous_day,vah,5652.0,5652.0,3,neutral,short,none,0,loss,-16,16.0,10
2024-07-17,2024-07-17 21:09:00-04:00,Wednesday,21,previous_day,vah,5652.0,5652.0,4,bullish,long,none,0,win,60,0.0,1
2024-07-17,2024-07-17 21:09:00-04:00,Wednesday,21,previous_day,vah,5652.0,5652.0,4,bullish,short,none,0,loss,-16,16.0,1
2024-07-17,2024-07-17 21:19:00-04:00,Wednesday,21,previous_day,vah,5652.0,5652.0,5,neutral,long,none,0,win,60,1.0,6
2024-07-17,2024-07-17 21:19:00-04:00,Wednesday,21,previous_day,vah,5652.0,5652.0,5,neutral,short,none,0,loss,-16,16.0,6
2024-07-17,2024-07-17 21:37:00-04:00,Wednesday,21,previous_day,vah,5652.0,5652.0,6,neutral,long,none,0,win,60,1.0,10
2024-07-17,2024-07-17 21:37:00-04:00,Wednesday,21,previous_day,vah,5652.0,5652.0,6,neutral,short,none,0,loss,-16,16.0,10
2024-07-22,2024-07-22 19:03:00-04:00,Monday,19,previous_day,poc,5609.5,5609.5,1,bearish,long,none,0,win,60,9.0,32
2024-07-22,2024-07-22 19:03:00-04:00,Monday,19,previous_day,poc,5609.5,5609.5,1,bearish,short,none,0,loss,-16,16.0,32
2024-07-22,2024-07-22 19:23:00-04:00,Monday,19,previous_day,poc,5609.5,5609.5,2,bullish,long,none,0,win,60,9.0,12
2024-07-22,2024-07-22 19:23:00-04:00,Monday,19,previous_day,poc,5609.5,5609.5,2,bullish,short,none,0,loss,-16,16.0,12
2024-07-24,2024-07-24 18:54:00-04:00,Wednesday,18,previous_overnight,poc,5547.75,5547.75,1,bullish,long,none,0,loss,-16,16.0,1
2024-07-24,2024-07-24 18:54:00-04:00,Wednesday,18,previous_overnight,poc,5547.75,5547.75,1,bullish,short,none,0,win,60,0.0,1
2024-07-24,2024-07-24 20:05:00-04:00,Wednesday,20,previous_overnight,val,5544.0,5544.0,1,bullish,long,previous_week_val,1,loss,-16,16.0,1
2024-07-24,2024-07-24 20:05:00-04:00,Wednesday,20,previous_overnight,val,5544.0,5544.0,1,bullish,short,previous_week_val,1,win,60,0.0,1
2024-07-24,2024-07-24 21:33:00-04:00,Wednesday,21,previous_overnight,poc,5547.75,5547.75,2,bullish,long,none,0,loss,-16,16.0,1
2024-07-24,2024-07-24 21:33:00-04:00,Wednesday,21,previous_overnight,poc,5547.75,5547.75,2,bullish,short,none,0,win,60,0.0,1
2024-07-25,2024-07-25 21:15:00-04:00,Thursday,21,previous_overnight,val,5459.0,5459.0,1,bullish,long,none,0,win,60,6.0,20
2024-07-25,2024-07-25 21:15:00-04:00,Thursday,21,previous_overnight,val,5459.0,5459.0,1,bullish,short,none,0,loss,-16,16.0,20
2024-07-25,2024-07-25 21:32:00-04:00,Thursday,21,previous_overnight,val,5459.0,5459.0,2,bullish,long,none,0,win,60,0.0,3
2024-07-25,2024-07-25 21:32:00-04:00,Thursday,21,previous_overnight,val,5459.0,5459.0,2,bullish,short,none,0,loss,-16,16.0,3
2024-07-29,2024-07-29 18:41:00-04:00,Monday,18,previous_day,poc,5503.0,5503.0,1,bearish,long,previous_day_val,1,win,60,4.0,5
2024-07-29,2024-07-29 18:41:00-04:00,Monday,18,previous_day,poc,5503.0,5503.0,1,bearish,short,previous_day_val,1,loss,-16,16.0,5
2024-07-29,2024-07-29 18:41:00-04:00,Monday,18,previous_day,val,5503.0,5503.0,1,bearish,long,previous_day_poc,1,win,60,4.0,5
2024-07-29,2024-07-29 18:41:00-04:00,Monday,18,previous_day,val,5503.0,5503.0,1,bearish,short,previous_day_poc,1,loss,-16,16.0,5
2024-07-29,2024-07-29 19:03:00-04:00,Monday,19,previous_day,poc,5503.0,5503.0,2,bearish,long,previous_day_val,1,loss,-16,16.0,4
2024-07-29,2024-07-29 19:03:00-04:00,Monday,19,previous_day,poc,5503.0,5503.0,2,bearish,short,previous_day_val,1,loss,-16,16.0,6
2024-07-29,2024-07-29 19:03:00-04:00,Monday,19,previous_day,val,5503.0,5503.0,2,bearish,long,previous_day_poc,1,loss,-16,16.0,4
2024-07-29,2024-07-29 19:03:00-04:00,Monday,19,previous_day,val,5503.0,5503.0,2,bearish,short,previous_day_poc,1,loss,-16,16.0,6
2024-07-29,2024-07-29 19:07:00-04:00,Monday,19,previous_week,poc,5499.25,5499.25,1,bearish,long,none,0,loss,-16,16.0,1
2024-07-29,2024-07-29 19:07:00-04:00,Monday,19,previous_week,poc,5499.25,5499.25,1,bearish,short,none,0,loss,-16,16.0,2
2024-07-30,2024-07-30 19:15:00-04:00,Tuesday,19,previous_day,poc,5472.75,5472.75,1,bullish,long,none,0,win,60,0.0,2
2024-07-30,2024-07-30 19:15:00-04:00,Tuesday,19,previous_day,poc,5472.75,5472.75,1,bullish,short,none,0,loss,-16,16.0,2
2024-08-01,2024-08-01 18:37:00-04:00,Thursday,18,previous_day,vah,5521.25,5521.25,1,bullish,long,none,0,loss,-16,16.0,1
2024-08-01,2024-08-01 18:37:00-04:00,Thursday,18,previous_day,vah,5521.25,5521.25,1,bullish,short,none,0,win,60,0.0,1
2024-08-05,2024-08-05 18:50:00-04:00,Monday,18,previous_overnight,vah,5257.5,5257.5,1,bearish,long,none,0,win,60,7.0,5
