trade_date,timestamp,day_of_week,hour,session_type,level_type,level_price,entry_price,touch_count,approach,direction,confluences,confluence_count,outcome,ticks,mae,bars_held
2024-01-02,2024-01-02 18:33:00-05:00,Tuesday,18,previous_day,poc,4788.0,4788.0,1,neutral,long,none,0,win,60,2.0,51
2024-01-02,2024-01-02 18:33:00-05:00,Tuesday,18,previous_day,poc,4788.0,4788.0,1,neutral,short,none,0,loss,-16,16.0,51
2024-01-02,2024-01-02 18:43:00-05:00,Tuesday,18,previous_day,poc,4788.0,4788.0,2,neutral,long,none,0,win,60,2.0,41
2024-01-02,2024-01-02 18:43:00-05:00,Tuesday,18,previous_day,poc,4788.0,4788.0,2,neutral,short,none,0,loss,-16,16.0,41
2024-01-02,2024-01-02 19:01:00-05:00,Tuesday,19,previous_day,poc,4788.0,4788.0,3,bearish,long,none,0,win,60,1.0,23
2024-01-02,2024-01-02 19:01:00-05:00,Tuesday,19,previous_day,poc,4788.0,4788.0,3,bearish,short,none,0,loss,-16,16.0,23
2024-01-02,2024-01-02 19:11:00-05:00,Tuesday,19,previous_day,poc,4788.0,4788.0,4,neutral,long,none,0,win,60,0.0,13
2024-01-02,2024-01-02 19:11:00-05:00,Tuesday,19,previous_day,poc,4788.0,4788.0,4,neutral,short,none,0,loss,-16,16.0,13
2024-01-02,2024-01-02 19:36:00-05:00,Tuesday,19,previous_day,poc,4788.0,4788.0,5,neutral,long,none,0,win,60,9.0,30
2024-01-02,2024-01-02 19:36:00-05:00,Tuesday,19,previous_day,poc,4788.0,4788.0,5,neutral,short,none,0,loss,-16,16.0,30
2024-01-03,2024-01-03 19:09:00-05:00,Wednesday,19,previous_day,poc,4747.0,4747.0,1,neutral,long,none,0,win,60,1.0,12
2024-01-03,2024-01-03 19:09:00-05:00,Wednesday,19,previous_day,poc,4747.0,4747.0,1,neutral,short,none,0,loss,-16,16.0,12
2024-01-09,2024-01-09 19:03:00-05:00,Tuesday,19,previous_day,poc,4793.0,4793.0,1,bullish,long,none,0,win,60,0.0,10
2024-01-09,2024-01-09 19:03:00-05:00,Tuesday,19,previous_day,poc,4793.0,4793.0,1,bullish,short,none,0,loss,-16,16.0,10
2024-01-09,2024-01-09 19:45:00-05:00,Tuesday,19,previous_day,poc,4793.0,4793.0,2,bearish,long,none,0,win,60,3.0,5
2024-01-09,2024-01-09 19:45:00-05:00,Tuesday,19,previous_day,poc,4793.0,4793.0,2,bearish,short,none,0,loss,-16,16.0,5
2024-01-09,2024-01-09 20:00:00-05:00,Tuesday,20,previous_day,poc,4793.0,4793.0,3,neutral,long,none,0,win,60,13.0,50
2024-01-09,2024-01-09 20:00:00-05:00,Tuesday,20,previous_day,poc,4793.0,4793.0,3,neutral,short,none,0,loss,-16,16.0,50
2024-01-10,2024-01-10 20:19:00-05:00,Wednesday,20,previous_day,vah,4827.5,4827.5,1,bullish,long,none,0,win,60,10.0,22
2024-01-10,2024-01-10 20:19:00-05:00,Wednesday,20,previous_day,vah,4827.5,4827.5,1,bullish,short,none,0,loss,-16,16.0,22
2024-01-10,2024-01-10 21:10:00-05:00,Wednesday,21,previous_day,vah,4827.5,4827.5,2,bullish,long,none,0,win,60,2.0,7
2024-01-10,2024-01-10 21:10:00-05:00,Wednesday,21,previous_day,vah,4827.5,4827.5,2,bullish,short,none,0,loss,-16,16.0,7
2024-01-10,2024-01-10 21:20:00-05:00,Wednesday,21,previous_day,vah,4827.5,4827.5,3,bearish,long,none,0,win,60,7.0,64
2024-01-10,2024-01-10 21:20:00-05:00,Wednesday,21,previous_day,vah,4827.5,4827.5,3,bearish,short,none,0,loss,-16,16.0,64
2024-01-10,2024-01-10 21:31:00-05:00,Wednesday,21,previous_day,vah,4827.5,4827.5,4,bullish,long,none,0,win,60,7.0,53
2024-01-10,2024-01-10 21:31:00-05:00,Wednesday,21,previous_day,vah,4827.5,4827.5,4,bullish,short,none,0,loss,-16,16.0,53
2024-01-11,2024-01-11 19:53:00-05:00,Thursday,19,previous_overnight,val,4806.5,4806.5,1,bearish,long,none,0,win,60,0.0,1
2024-01-11,2024-01-11 19:53:00-05:00,Thursday,19,previous_overnight,val,4806.5,4806.5,1,bearish,short,none,0,loss,-16,16.0,1
2024-01-11,2024-01-11 20:40:00-05:00,Thursday,20,previous_overnight,val,4806.5,4806.5,2,bullish,long,none,0,win,60,0.0,35
2024-01-11,2024-01-11 20:40:00-05:00,Thursday,20,previous_overnight,val,4806.5,4806.5,2,bullish,short,none,0,loss,-16,16.0,35
2024-01-15,2024-01-15 19:00:00-05:00,Monday,19,previous_overnight,val,4807.75,4807.75,1,bearish,long,none,0,win,60,0.0,1
2024-01-15,2024-01-15 19:00:00-05:00,Monday,19,previous_overnight,val,4807.75,4807.75,1,bearish,short,none,0,loss,-16,16.0,1
2024-01-16,2024-01-16 18:40:00-05:00,Tuesday,18,previous_day,poc,4798.5,4798.5,1,bearish,long,none,0,win,60,3.0,2
2024-01-16,2024-01-16 18:40:00-05:00,Tuesday,18,previous_day,poc,4798.5,4798.5,1,bearish,short,none,0,loss,-16,16.0,2
2024-01-16,2024-01-16 18:49:00-05:00,Tuesday,18,previous_day,poc,4798.5,4798.5,2,neutral,long,none,0,loss,-16,16.0,78
2024-01-16,2024-01-16 18:49:00-05:00,Tuesday,18,previous_day,poc,4798.5,4798.5,2,neutral,short,none,0,loss,-16,16.0,92
2024-01-16,2024-01-16 19:04:00-05:00,Tuesday,19,previous_day,poc,4798.5,4798.5,3,bearish,long,none,0,loss,-16,16.0,63
2024-01-16,2024-01-16 19:04:00-05:00,Tuesday,19,previous_day,poc,4798.5,4798.5,3,bearish,short,none,0,loss,-16,16.0,77
2024-01-16,2024-01-16 19:15:00-05:00,Tuesday,19,previous_day,poc,4798.5,4798.5,4,neutral,long,none,0,loss,-16,16.0,52
2024-01-16,2024-01-16 19:15:00-05:00,Tuesday,19,previous_day,poc,4798.5,4798.5,4,neutral,short,none,0,loss,-16,16.0,66
2024-01-16,2024-01-16 19:26:00-05:00,Tuesday,19,previous_day,poc,4798.5,4798.5,5,bullish,long,none,0,loss,-16,16.0,41
2024-01-16,2024-01-16 19:26:00-05:00,Tuesday,19,previous_day,poc,4798.5,4798.5,5,bullish,short,none,0,loss,-16,16.0,55
2024-01-16,2024-01-16 21:21:00-05:00,Tuesday,21,previous_overnight,val,4791.75,4791.75,1,bearish,long,previous_day_val,1,win,60,4.0,15
2024-01-16,2024-01-16 21:21:00-05:00,Tuesday,21,previous_overnight,val,4791.75,4791.75,1,bearish,short,previous_day_val,1,loss,-16,16.0,15
2024-01-16,2024-01-16 21:21:00-05:00,Tuesday,21,previous_day,val,4792.0,4792.0,1,bearish,long,previous_overnight_val,1,win,60,5.0,15
2024-01-16,2024-01-16 21:21:00-05:00,Tuesday,21,previous_day,val,4792.0,4792.0,1,bearish,short,previous_overnight_val,1,loss,-16,16.0,15
2024-01-16,2024-01-16 21:31:00-05:00,Tuesday,21,previous_overnight,val,4791.75,4791.75,2,neutral,long,previous_day_val,1,win,60,4.0,5
2024-01-16,2024-01-16 21:31:00-05:00,Tuesday,21,previous_overnight,val,4791.75,4791.75,2,neutral,short,previous_day_val,1,loss,-16,16.0,5
2024-01-16,2024-01-16 21:31:00-05:00,Tuesday,21,previous_day,val,4792.0,4792.0,2,neutral,long,previous_overnight_val,1,win,60,5.0,5
2024-01-16,2024-01-16 21:31:00-05:00,Tuesday,21,previous_day,val,4792.0,4792.0,2,neutral,short,previous_overnight_val,1,loss,-16,16.0,5
2024-01-16,2024-01-16 21:51:00-05:00,Tuesday,21,previous_overnight,val,4791.75,4791.75,3,bullish,long,previous_day_val,1,win,60,10.0,21
2024-01-16,2024-01-16 21:51:00-05:00,Tuesday,21,previous_overnight,val,4791.75,4791.75,3,bullish,short,previous_day_val,1,loss,-16,16.0,21
2024-01-17,2024-01-17 19:06:00-05:00,Wednesday,19,previous_overnight,val,4767.75,4767.75,1,bearish,long,none,0,win,60,2.0,16
2024-01-17,2024-01-17 19:06:00-05:00,Wednesday,19,previous_overnight,val,4767.75,4767.75,1,bearish,short,none,0,loss,-16,16.0,16
2024-01-17,2024-01-17 19:48:00-05:00,Wednesday,19,previous_day,vah,4771.25,4771.25,1,bullish,long,none,0,win,60,5.0,12
2024-01-17,2024-01-17 19:48:00-05:00,Wednesday,19,previous_day,vah,4771.25,4771.25,1,bullish,short,none,0,loss,-16,16.0,12
2024-01-17,2024-01-17 19:59:00-05:00,Wednesday,19,previous_day,vah,4771.25,4771.25,2,bullish,long,none,0,win,60,0.0,1
2024-01-17,2024-01-17 19:59:00-05:00,Wednesday,19,previous_day,vah,4771.25,4771.25,2,bullish,short,none,0,loss,-16,16.0,1
2024-01-17,2024-01-17 20:08:00-05:00,Wednesday,20,previous_day,vah,4771.25,4771.25,3,bullish,long,none,0,loss,-16,16.0,39
2024-01-17,2024-01-17 20:08:00-05:00,Wednesday,20,previous_day,vah,4771.25,4771.25,3,bullish,short,none,0,loss,-16,16.0,50
2024-01-17,2024-01-17 20:40:00-05:00,Wednesday,20,previous_overnight,val,4767.75,4767.75,2,neutral,long,none,0,win,60,3.0,18
2024-01-17,2024-01-17 20:40:00-05:00,Wednesday,20,previous_overnight,val,4767.75,4767.75,2,neutral,short,none,0,loss,-16,16.0,18
2024-01-17,2024-01-17 21:15:00-05:00,Wednesday,21,previous_day,vah,4771.25,4771.25,4,bullish,long,none,0,win,60,2.0,5
2024-01-17,2024-01-17 21:15:00-05:00,Wednesday,21,previous_day,vah,4771.25,4771.25,4,bullish,short,none,0,loss,-16,16.0,5
2024-01-17,2024-01-17 21:57:00-05:00,Wednesday,21,previous_overnight,val,4767.75,4767.75,3,bearish,long,none,0,win,60,1.0,39
2024-01-17,2024-01-17 21:57:00-05:00,Wednesday,21,previous_overnight,val,4767.75,4767.75,3,bearish,short,none,0,loss,-16,16.0,39
2024-01-18,2024-01-18 18:30:00-05:00,Thursday,18,previous_day,poc,4811.0,4811.0,1,bearish,long,none,0,win,60,4.0,4
2024-01-18,2024-01-18 18:30:00-05:00,Thursday,18,previous_day,poc,4811.0,4811.0,1,bearish,short,none,0,loss,-16,16.0,4
2024-01-18,2024-01-18 18:39:00-05:00,Thursday,18,previous_day,poc,4811.0,4811.0,2,neutral,long,none,0,win,60,2.0,8
2024-01-18,2024-01-18 18:39:00-05:00,Thursday,18,previous_day,poc,4811.0,4811.0,2,neutral,short,none,0,loss,-16,16.0,8
2024-01-18,2024-01-18 18:49:00-05:00,Thursday,18,previous_day,poc,4811.0,4811.0,3,bearish,long,none,0,win,60,1.0,6
2024-01-18,2024-01-18 18:49:00-05:00,Thursday,18,previous_day,poc,4811.0,4811.0,3,bearish,short,none,0,loss,-16,16.0,6
2024-01-18,2024-01-18 20:20:00-05:00,Thursday,20,previous_day,poc,4811.0,4811.0,4,bearish,long,none,0,win,60,4.0,4
2024-01-18,2024-01-18 20:20:00-05:00,Thursday,20,previous_day,poc,4811.0,4811.0,4,bearish,short,none,0,loss,-16,16.0,4
2024-01-18,2024-01-18 20:29:00-05:00,Thursday,20,previous_day,poc,4811.0,4811.0,5,bullish,long,none,0,win,60,2.0,8
2024-01-18,2024-01-18 20:29:00-05:00,Thursday,20,previous_day,poc,4811.0,4811.0,5,bullish,short,none,0,loss,-16,16.0,8
2024-01-18,2024-01-18 21:49:00-05:00,Thursday,21,previous_day,vah,4816.25,4816.25,1,bullish,long,previous_week_poc,1,win,60,8.0,15
2024-01-18,2024-01-18 21:49:00-05:00,Thursday,21,previous_day,vah,4816.25,4816.25,1,bullish,short,previous_week_poc,1,loss,-16,16.0,15
2024-01-22,2024-01-22 18:31:00-05:00,Monday,18,previous_overnight,poc,4881.5,4881.5,1,neutral,long,"previous_overnight_val, previous_day_poc",2,win,60,5.0,56
2024-01-22,2024-01-22 18:31:00-05:00,Monday,18,previous_overnight,poc,4881.5,4881.5,1,neutral,short,"previous_overnight_val, previous_day_poc",2,loss,-16,16.0,56
2024-01-22,2024-01-22 18:32:00-05:00,Monday,18,previous_day,poc,4881.75,4881.75,1,bearish,long,previous_overnight_poc,1,win,60,6.0,55
2024-01-22,2024-01-22 18:32:00-05:00,Monday,18,previous_day,poc,4881.75,4881.75,1,bearish,short,previous_overnight_poc,1,loss,-16,16.0,55
2024-01-22,2024-01-22 18:49:00-05:00,Monday,18,previous_day,poc,4881.75,4881.75,2,neutral,long,previous_overnight_poc,1,win,60,6.0,38
2024-01-22,2024-01-22 18:49:00-05:00,Monday,18,previous_day,poc,4881.75,4881.75,2,neutral,short,previous_overnight_poc,1,loss,-16,16.0,38
2024-01-22,2024-01-22 18:51:00-05:00,Monday,18,previous_overnight,poc,4881.5,4881.5,2,bearish,long,"previous_overnight_val, previous_day_poc",2,win,60,5.0,36
2024-01-22,2024-01-22 18:51:00-05:00,Monday,18,previous_overnight,poc,4881.5,4881.5,2,bearish,short,"previous_overnight_val, previous_day_poc",2,loss,-16,16.0,36
2024-01-22,2024-01-22 19:00:00-05:00,Monday,19,previous_day,poc,4881.75,4881.75,3,bullish,long,previous_overnight_poc,1,win,60,6.0,27
2024-01-22,2024-01-22 19:00:00-05:00,Monday,19,previous_day,poc,4881.75,4881.75,3,bullish,short,previous_overnight_poc,1,loss,-16,16.0,27
2024-01-22,2024-01-22 19:01:00-05:00,Monday,19,previous_overnight,poc,4881.5,4881.5,3,bullish,long,"previous_overnight_val, previous_day_poc",2,win,60,5.0,26
2024-01-22,2024-01-22 19:01:00-05:00,Monday,19,previous_overnight,poc,4881.5,4881.5,3,bullish,short,"previous_overnight_val, previous_day_poc",2,loss,-16,16.0,26
2024-01-22,2024-01-22 19:12:00-05:00,Monday,19,previous_day,poc,4881.75,4881.75,4,bearish,long,previous_overnight_poc,1,win,60,6.0,15
2024-01-22,2024-01-22 19:12:00-05:00,Monday,19,previous_day,poc,4881.75,4881.75,4,bearish,short,previous_overnight_poc,1,loss,-16,16.0,15
2024-01-22,2024-01-22 19:13:00-05:00,Monday,19,previous_overnight,poc,4881.5,4881.5,4,bearish,long,"previous_overnight_val, previous_day_poc",2,win,60,5.0,14
2024-01-22,2024-01-22 19:13:00-05:00,Monday,19,previous_overnight,poc,4881.5,4881.5,4,bearish,short,"previous_overnight_val, previous_day_poc",2,loss,-16,16.0,14
2024-01-22,2024-01-22 19:16:00-05:00,Monday,19,previous_overnight,val,4880.5,4880.5,1,bearish,long,previous_overnight_poc,1,win,60,0.0,11
2024-01-22,2024-01-22 19:16:00-05:00,Monday,19,previous_overnight,val,4880.5,4880.5,1,bearish,short,previous_overnight_poc,1,loss,-16,16.0,11
2024-01-22,2024-01-22 19:23:00-05:00,Monday,19,previous_overnight,poc,4881.5,4881.5,5,neutral,long,"previous_overnight_val, previous_day_poc",2,win,60,3.0,4
2024-01-22,2024-01-22 19:23:00-05:00,Monday,19,previous_overnight,poc,4881.5,4881.5,5,neutral,short,"previous_overnight_val, previous_day_poc",2,loss,-16,16.0,4
2024-01-22,2024-01-22 19:27:00-05:00,Monday,19,previous_overnight,val,4880.5,4880.5,2,bearish,long,previous_overnight_poc,1,win,60,0.0,3
2024-01-22,2024-01-22 19:27:00-05:00,Monday,19,previous_overnight,val,4880.5,4880.5,2,bearish,short,previous_overnight_poc,1,loss,-16,16.0,3
2024-01-22,2024-01-22 19:30:00-05:00,Monday,19,previous_overnight,poc,4881.5,4881.5,6,neutral,long,"previous_overnight_val, previous_day_poc",2,win,60,9.0,46
2024-01-22,2024-01-22 19:30:00-05:00,Monday,19,previous_overnight,poc,4881.5,4881.5,6,neutral,short,"previous_overnight_val, previous_day_poc",2,loss,-16,16.0,46
2024-01-22,2024-01-22 19:31:00-05:00,Monday,19,previous_day,poc,4881.75,4881.75,5,bearish,long,previous_overnight_poc,1,win,60,10.0,45
2024-01-22,2024-01-22 19:31:00-05:00,Monday,19,previous_day,poc,4881.75,4881.75,5,bearish,short,previous_overnight_poc,1,loss,-16,16.0,45
2024-01-22,2024-01-22 19:44:00-05:00,Monday,19,previous_overnight,poc,4881.5,4881.5,7,bullish,long,"previous_overnight_val, previous_day_poc",2,win,60,9.0,32
2024-01-22,2024-01-22 19:44:00-05:00,Monday,19,previous_overnight,poc,4881.5,4881.5,7,bullish,short,"previous_overnight_val, previous_day_poc",2,loss,-16,16.0,32
2024-01-22,2024-01-22 19:44:00-05:00,Monday,19,previous_day,poc,4881.75,4881.75,6,bullish,long,previous_overnight_poc,1,win,60,10.0,32
2024-01-22,2024-01-22 19:44:00-05:00,Monday,19,previous_day,poc,4881.75,4881.75,6,bullish,short,previous_overnight_poc,1,loss,-16,16.0,32
2024-01-22,2024-01-22 19:56:00-05:00,Monday,19,previous_day,poc,4881.75,4881.75,7,neutral,long,previous_overnight_poc,1,win,60,10.0,20
2024-01-22,2024-01-22 19:56:00-05:00,Monday,19,previous_day,poc,4881.75,4881.75,7,neutral,short,previous_overnight_poc,1,loss,-16,16.0,20
2024-01-22,2024-01-22 19:59:00-05:00,Monday,19,previous_overnight,poc,4881.5,4881.5,8,neutral,long,"previous_overnight_val, previous_day_poc",2,win,60,9.0,17
2024-01-22,2024-01-22 19:59:00-05:00,Monday,19,previous_overnight,poc,4881.5,4881.5,8,neutral,short,"previous_overnight_val, previous_day_poc",2,loss,-16,16.0,17
2024-01-22,2024-01-22 20:03:00-05:00,Monday,20,previous_overnight,val,4880.5,4880.5,3,bearish,long,previous_overnight_poc,1,win,60,5.0,13
2024-01-22,2024-01-22 20:03:00-05:00,Monday,20,previous_overnight,val,4880.5,4880.5,3,bearish,short,previous_overnight_poc,1,loss,-16,16.0,13
2024-01-22,2024-01-22 20:15:00-05:00,Monday,20,previous_day,val,4879.25,4879.25,1,bearish,long,none,0,win,60,0.0,1
2024-01-22,2024-01-22 20:15:00-05:00,Monday,20,previous_day,val,4879.25,4879.25,1,bearish,short,none,0,loss,-16,16.0,1
2024-01-22,2024-01-22 20:20:00-05:00,Monday,20,previous_overnight,val,4880.5,4880.5,4,bullish,long,previous_overnight_poc,1,win,60,5.0,22
2024-01-22,2024-01-22 20:20:00-05:00,Monday,20,previous_overnight,val,4880.5,4880.5,4,bullish,short,previous_overnight_poc,1,loss,-16,16.0,22
2024-01-22,2024-01-22 20:30:00-05:00,Monday,20,previous_overnight,val,4880.5,4880.5,5,bearish,long,previous_overnight_poc,1,win,60,5.0,12
2024-01-22,2024-01-22 20:30:00-05:00,Monday,20,previous_overnight,val,4880.5,4880.5,5,bearish,short,previous_overnight_poc,1,loss,-16,16.0,12
2024-01-22,2024-01-22 20:32:00-05:00,Monday,20,previous_day,val,4879.25,4879.25,2,bearish,long,none,0,win,60,0.0,10
2024-01-22,2024-01-22 20:32:00-05:00,Monday,20,previous_day,val,4879.25,4879.25,2,bearish,short,none,0,loss,-16,16.0,10
2024-01-22,2024-01-22 20:42:00-05:00,Monday,20,previous_day,val,4879.25,4879.25,3,neutral,long,none,0,win,60,1.0,7
2024-01-22,2024-01-22 20:42:00-05:00,Monday,20,previous_day,val,4879.25,4879.25,3,neutral,short,none,0,loss,-16,16.0,7
2024-01-22,2024-01-22 20:51:00-05:00,Monday,20,previous_overnight,val,4880.5,4880.5,6,neutral,long,previous_overnight_poc,1,win,60,1.0,6
2024-01-22,2024-01-22 20:51:00-05:00,Monday,20,previous_overnight,val,4880.5,4880.5,6,neutral,short,previous_overnight_poc,1,loss,-16,16.0,6
2024-01-22,2024-01-22 20:57:00-05:00,Monday,20,previous_overnight,poc,4881.5,4881.5,9,bullish,long,"previous_overnight_val, previous_day_poc",2,win,60,0.0,1
2024-01-22,2024-01-22 20:57:00-05:00,Monday,20,previous_overnight,poc,4881.5,4881.5,9,bullish,short,"previous_overnight_val, previous_day_poc",2,loss,-16,16.0,1
2024-01-22,2024-01-22 20:57:00-05:00,Monday,20,previous_day,poc,4881.75,4881.75,8,bullish,long,previous_overnight_poc,1,win,60,0.0,1
2024-01-22,2024-01-22 20:57:00-05:00,Monday,20,previous_day,poc,4881.75,4881.75,8,bullish,short,previous_overnight_poc,1,loss,-16,16.0,1
2024-01-22,2024-01-22 21:55:00-05:00,Monday,21,previous_day,poc,4881.75,4881.75,9,bearish,long,previous_overnight_poc,1,win,60,7.0,91
2024-01-22,2024-01-22 21:55:00-05:00,Monday,21,previous_day,poc,4881.75,4881.75,9,bearish,short,previous_overnight_poc,1,loss,-16,16.0,91
2024-01-22,2024-01-22 21:57:00-05:00,Monday,21,previous_overnight,poc,4881.5,4881.5,10,bearish,long,"previous_overnight_val, previous_day_poc",2,win,60,6.0,89
2024-01-22,2024-01-22 21:57:00-05:00,Monday,21,previous_overnight,poc,4881.5,4881.5,10,bearish,short,"previous_overnight_val, previous_day_poc",2,loss,-16,16.0,89
2024-01-24,2024-01-24 18:35:00-05:00,Wednesday,18,previous_day,poc,4898.75,4898.75,1,bullish,long,none,0,win,60,4.0,21
2024-01-24,2024-01-24 18:35:00-05:00,Wednesday,18,previous_day,poc,4898.75,4898.75,1,bullish,short,none,0,loss,-16,16.0,21
2024-01-24,2024-01-24 18:45:00-05:00,Wednesday,18,previous_day,poc,4898.75,4898.75,2,neutral,long,none,0,win,60,4.0,11
2024-01-24,2024-01-24 18:45:00-05:00,Wednesday,18,previous_day,poc,4898.75,4898.75,2,neutral,short,none,0,loss,-16,16.0,11
2024-01-24,2024-01-24 19:00:00-05:00,Wednesday,19,previous_day,poc,4898.75,4898.75,3,neutral,long,none,0,win,60,0.0,1
2024-01-24,2024-01-24 19:00:00-05:00,Wednesday,19,previous_day,poc,4898.75,4898.75,3,neutral,short,none,0,loss,-16,16.0,1
2024-01-24,2024-01-24 19:10:00-05:00,Wednesday,19,previous_day,val,4896.25,4896.25,1,bearish,long,none,0,win,60,1.0,3
2024-01-24,2024-01-24 19:10:00-05:00,Wednesday,19,previous_day,val,4896.25,4896.25,1,bearish,short,none,0,loss,-16,16.0,3
2024-01-24,2024-01-24 19:33:00-05:00,Wednesday,19,previous_day,poc,4898.75,4898.75,4,bullish,long,none,0,win,60,0.0,5
2024-01-24,2024-01-24 19:33:00-05:00,Wednesday,19,previous_day,poc,4898.75,4898.75,4,bullish,short,none,0,loss,-16,16.0,5
2024-01-24,2024-01-24 19:45:00-05:00,Wednesday,19,previous_day,poc,4898.75,4898.75,5,bullish,long,none,0,win,60,2.0,15
2024-01-24,2024-01-24 19:45:00-05:00,Wednesday,19,previous_day,poc,4898.75,4898.75,5,bullish,short,none,0,loss,-16,16.0,15
2024-01-24,2024-01-24 20:16:00-05:00,Wednesday,20,previous_day,poc,4898.75,4898.75,6,bearish,long,none,0,loss,-16,16.0,17
2024-01-24,2024-01-24 20:16:00-05:00,Wednesday,20,previous_day,poc,4898.75,4898.75,6,bearish,short,none,0,loss,-16,16.0,18
2024-01-24,2024-01-24 20:27:00-05:00,Wednesday,20,previous_day,val,4896.25,4896.25,2,bearish,long,none,0,win,60,6.0,7
2024-01-24,2024-01-24 20:27:00-05:00,Wednesday,20,previous_day,val,4896.25,4896.25,2,bearish,short,none,0,loss,-16,16.0,7
2024-01-24,2024-01-24 20:36:00-05:00,Wednesday,20,previous_day,val,4896.25,4896.25,3,bearish,long,none,0,win,60,0.0,1
2024-01-24,2024-01-24 20:36:00-05:00,Wednesday,20,previous_day,val,4896.25,4896.25,3,bearish,short,none,0,loss,-16,16.0,1
2024-01-24,2024-01-24 20:58:00-05:00,Wednesday,20,previous_day,val,4896.25,4896.25,4,bullish,long,none,0,win,60,0.0,3
2024-01-24,2024-01-24 20:58:00-05:00,Wednesday,20,previous_day,val,4896.25,4896.25,4,bullish,short,none,0,loss,-16,16.0,3
2024-01-24,2024-01-24 21:06:00-05:00,Wednesday,21,previous_day,poc,4898.75,4898.75,7,bullish,long,none,0,loss,-16,16.0,37
2024-01-24,2024-01-24 21:06:00-05:00,Wednesday,21,previous_day,poc,4898.75,4898.75,7,bullish,short,none,0,loss,-16,16.0,55
2024-01-24,2024-01-24 21:36:00-05:00,Wednesday,21,previous_day,val,4896.25,4896.25,5,bearish,long,none,0,win,60,12.0,25
2024-01-24,2024-01-24 21:36:00-05:00,Wednesday,21,previous_day,val,4896.25,4896.25,5,bearish,short,none,0,loss,-16,16.0,25
2024-01-24,2024-01-24 22:00:00-05:00,Wednesday,22,previous_day,val,4896.25,4896.25,6,bullish,long,none,0,win,60,0.0,1
2024-01-24,2024-01-24 22:00:00-05:00,Wednesday,22,previous_day,val,4896.25,4896.25,6,bullish,short,none,0,loss,-16,16.0,1
2024-01-25,2024-01-25 19:15:00-05:00,Thursday,19,previous_overnight,vah,4912.0,4912.0,1,neutral,long,none,0,win,60,2.0,10
2024-01-25,2024-01-25 19:15:00-05:00,Thursday,19,previous_overnight,vah,4912.0,4912.0,1,neutral,short,none,0,loss,-16,16.0,10
2024-01-25,2024-01-25 19:25:00-05:00,Thursday,19,previous_overnight,vah,4912.0,4912.0,2,neutral,long,none,0,win,60,0.0,6
2024-01-25,2024-01-25 19:25:00-05:00,Thursday,19,previous_overnight,vah,4912.0,4912.0,2,neutral,short,none,0,loss,-16,16.0,6
2024-01-25,2024-01-25 20:00:00-05:00,Thursday,20,previous_overnight,vah,4912.0,4912.0,3,bearish,long,none,0,win,60,0.0,1
2024-01-25,2024-01-25 20:00:00-05:00,Thursday,20,previous_overnight,vah,4912.0,4912.0,3,bearish,short,none,0,loss,-16,16.0,1
2024-01-25,2024-01-25 20:17:00-05:00,Thursday,20,previous_overnight,vah,4912.0,4912.0,4,bullish,long,none,0,win,60,6.0,21
2024-01-25,2024-01-25 20:17:00-05:00,Thursday,20,previous_overnight,vah,4912.0,4912.0,4,bullish,short,none,0,loss,-16,16.0,21
2024-01-25,2024-01-25 20:39:00-05:00,Thursday,20,previous_overnight,vah,4912.0,4912.0,5,bullish,long,none,0,win,60,5.0,21
2024-01-25,2024-01-25 20:39:00-05:00,Thursday,20,previous_overnight,vah,4912.0,4912.0,5,bullish,short,none,0,loss,-16,16.0,21
2024-01-25,2024-01-25 20:53:00-05:00,Thursday,20,previous_overnight,vah,4912.0,4912.0,6,bullish,long,none,0,win,60,3.0,7
2024-01-25,2024-01-25 20:53:00-05:00,Thursday,20,previous_overnight,vah,4912.0,4912.0,6,bullish,short,none,0,loss,-16,16.0,7
2024-01-25,2024-01-25 21:51:00-05:00,Thursday,21,previous_overnight,vah,4912.0,4912.0,7,bearish,long,none,0,win,60,6.0,7
2024-01-25,2024-01-25 21:51:00-05:00,Thursday,21,previous_overnight,vah,4912.0,4912.0,7,bearish,short,none,0,loss,-16,16.0,7
2024-01-29,2024-01-29 19:23:00-05:00,Monday,19,previous_day,vah,4954.75,4954.75,1,bullish,long,previous_day_poc,1,win,60,1.0,3
2024-01-29,2024-01-29 19:23:00-05:00,Monday,19,previous_day,vah,4954.75,4954.75,1,bullish,short,previous_day_poc,1,loss,-16,16.0,3
2024-01-29,2024-01-29 19:23:00-05:00,Monday,19,previous_day,poc,4954.75,4954.75,1,bullish,long,previous_day_vah,1,win,60,1.0,3
2024-01-29,2024-01-29 19:23:00-05:00,Monday,19,previous_day,poc,4954.75,4954.75,1,bullish,short,previous_day_vah,1,loss,-16,16.0,3
2024-01-29,2024-01-29 19:31:00-05:00,Monday,19,previous_day,vah,4954.75,4954.75,2,neutral,long,previous_day_poc,1,win,60,3.0,54
2024-01-29,2024-01-29 19:31:00-05:00,Monday,19,previous_day,vah,4954.75,4954.75,2,neutral,short,previous_day_poc,1,loss,-16,16.0,54
2024-01-29,2024-01-29 19:31:00-05:00,Monday,19,previous_day,poc,4954.75,4954.75,2,neutral,long,previous_day_vah,1,win,60,3.0,54
2024-01-29,2024-01-29 19:31:00-05:00,Monday,19,previous_day,poc,4954.75,4954.75,2,neutral,short,previous_day_vah,1,loss,-16,16.0,54
